B11,B12,B2,B3,B4,B8,H2_pct,H2_ppm,OBJECTID,sid_vs_mean
2775.250,2008.333,4738.000,4502.000,4490.000,4808.750,17.290,N/A,5073.000,0.009780158574519564
3125.500,2594.875,4570.000,4409.000,4495.500,5201.000,16.920,N/A,5074.000,0.00015003942012986127
2862.000,2485.000,6254.667,5748.000,5808.000,6180.000,14.820,N/A,5075.000,0.02222059640888403
3154.000,2387.400,4604.000,4574.000,4364.000,5020.000,14.740,N/A,5076.000,0.0017904295326041045
2929.000,2282.500,6312.000,5902.667,5888.000,5788.000,12.890,N/A,5077.000,0.02855219161978065
3028.333,2649.375,4431.000,4270.000,4468.000,4680.000,12.880,N/A,5078.000,0.0015790111929582314
3112.750,2491.625,4847.250,4589.667,4674.667,5126.000,12.580,N/A,5079.000,0.0020117838618476666
3182.750,2708.600,4426.000,4336.000,4445.000,4880.000,12.550,N/A,5080.000,0.000742617318654974
3251.444,2824.333,2974.000,3297.000,3558.000,4012.000,11.990,N/A,5081.000,0.025688434872921505
2576.333,2383.000,5729.500,5532.500,5432.000,5580.000,11.940,N/A,5082.000,0.024032542353241322
2637.500,2405.500,5675.750,5295.250,5388.000,5636.000,11.940,N/A,5083.000,0.01960273866427495
2576.000,2254.667,6566.667,6168.000,6106.000,6224.333,11.810,N/A,5084.000,0.04265699032217968
2703.250,1874.000,4168.000,3836.000,3760.000,4680.000,11.760,N/A,5085.000,0.005401326646263527
2977.000,2254.500,5158.000,5244.500,5029.000,5431.250,11.430,N/A,5086.000,0.011155154117448378
2949.125,2465.500,3372.000,3436.000,3522.000,5519.867,11.380,N/A,5087.000,0.017529160291583065
2740.000,2386.667,4908.000,4636.000,4720.000,5172.000,10.950,N/A,5088.000,0.006357390649736911
3580.000,3156.000,4468.000,4232.000,4308.000,4822.000,10.850,N/A,5089.000,0.007192328685349733
2303.500,2081.500,4267.667,4185.667,4348.000,4743.000,10.560,N/A,5090.000,0.009772241716700105
3264.607,2603.500,2949.000,3258.667,3468.000,4028.000,10.380,N/A,5091.000,0.022293482140921052
2890.500,2376.250,4985.800,4777.167,4914.000,5312.000,10.340,N/A,5092.000,0.006287029661965088
2666.000,2063.500,5058.000,4876.000,4948.000,5292.000,9.810,N/A,5093.000,0.016036967791268054
3010.250,2762.667,5400.000,5222.667,5194.667,5418.000,9.770,N/A,5094.000,0.006829064859326576
2736.200,2353.333,5426.400,5366.000,5404.000,5465.750,9.670,N/A,5095.000,0.017467497482486508
2742.333,2125.667,4810.000,4668.000,4776.000,5180.000,9.660,N/A,5096.000,0.009856755439165574
3408.333,3028.333,5592.000,4922.000,4513.500,4594.000,9.160,N/A,5097.000,0.013176340034685069
3311.333,2897.500,5318.000,5474.000,5394.000,5782.000,8.750,N/A,5098.000,0.0035495577302779345
2412.167,1805.600,5892.000,5635.000,5701.000,6024.000,8.660,N/A,5099.000,0.04948170689031849
3026.000,2632.500,5428.000,5252.000,5116.000,5537.000,8.570,N/A,5100.000,0.007092277626256083
3187.000,2851.250,4677.333,4516.000,4376.000,4849.000,8.350,N/A,5101.000,0.002134100966893258
2738.667,2387.000,4165.333,4122.000,4262.000,4924.000,7.650,N/A,5102.000,0.0010407858204171559
3046.667,2486.667,5028.000,4892.000,4876.000,5208.000,7.610,N/A,5103.000,0.004547664543655206
2642.000,1958.500,4686.000,4508.000,4138.000,5032.000,6.770,N/A,5104.000,0.011130680484563296
3322.000,2866.500,4856.000,4900.000,4513.000,5192.000,6.580,N/A,5105.000,0.0017115688118749714
3392.000,2998.333,5940.000,5911.667,5904.000,6212.000,6.560,N/A,5106.000,0.006722353578929183
2129.857,1899.500,3620.000,3544.000,3480.000,4036.000,6.260,N/A,5107.000,0.0036818711690557162
2849.833,2220.750,4015.500,3976.500,3946.000,4247.000,6.230,N/A,5108.000,0.0016264736791104465
2657.500,2227.500,4526.000,4452.000,4318.000,5188.000,6.120,N/A,5109.000,0.005384460338033286
3177.857,2326.250,2494.500,2665.500,2810.000,3374.000,5.910,N/A,5110.000,0.041775795285965915
3024.000,2578.250,5850.000,5599.750,5560.000,6050.000,5.660,N/A,5111.000,0.012713341666455123
2993.000,2576.000,6036.000,5772.000,5636.000,5911.000,5.630,N/A,5112.000,0.016268075662472348
3051.000,2549.000,4648.000,4460.000,4488.000,5168.000,5.600,N/A,5113.000,0.0006421169581011122
3089.000,2663.000,5580.000,5286.000,5488.000,5544.000,5.590,N/A,5114.000,0.008717736955159804
2867.500,2413.333,5034.667,4530.667,4524.000,5324.000,5.400,N/A,5115.000,0.004832242058704495
3114.000,2514.750,3783.000,3956.000,3650.000,4236.000,5.320,N/A,5116.000,0.004820104976767242
3094.429,2698.000,5026.000,4924.000,4904.000,5591.200,5.090,N/A,5117.000,0.002226412472532362
3438.000,2889.333,3191.000,3018.000,3143.000,3900.000,4.990,N/A,5118.000,0.03599800951062684
2922.000,2208.000,4080.000,3840.000,3896.000,4124.000,4.770,N/A,5119.000,0.002750496864113242
2783.250,1996.667,5333.667,5058.000,5112.000,5364.000,4.760,N/A,5120.000,0.02020504344050845
3081.000,2348.385,5608.000,5580.000,5424.000,5788.000,4.690,N/A,5121.000,0.013985504021970331
2834.500,2388.667,5432.000,5464.000,5316.000,5256.000,4.620,N/A,5122.000,0.01646318681199883
3177.857,2326.250,2494.500,2665.500,2810.000,3374.000,4.560,N/A,5123.000,0.041775795285965915
3060.500,2022.667,3800.000,4058.500,4020.000,4552.000,4.470,N/A,5124.000,0.004040846071405162
2974.667,2456.000,5063.667,4808.000,4872.000,5304.000,4.460,N/A,5125.000,0.0049640048921875506
3253.000,2482.800,2254.000,2374.000,2540.000,3022.000,4.320,N/A,5126.000,0.07352578517169209
3067.250,2323.875,5482.500,5122.000,4704.667,5558.000,4.300,N/A,5127.000,0.009930282026666345
2746.500,2446.500,4099.000,3911.000,4452.000,4314.000,4.280,N/A,5128.000,0.0038566074194152844
2696.667,2034.000,6298.667,6084.000,6076.000,6452.000,4.240,N/A,5129.000,0.04245461600217233
3231.500,2553.000,4464.000,4316.000,4140.000,5004.000,4.130,N/A,5130.000,0.0007827846127478329
3444.333,3026.667,3219.500,3222.000,3184.000,3987.000,4.080,N/A,5131.000,0.03525309912076503
3121.000,2539.444,1666.000,1748.750,1965.000,2797.500,3.960,N/A,5132.000,0.14872664491112872
2994.600,2350.500,5492.000,5023.000,5222.000,5404.000,3.780,N/A,5133.000,0.011219342824678773
3121.000,2539.444,1666.000,1748.750,1965.000,2797.500,3.740,N/A,5134.000,0.14872664491112872
2712.667,2145.167,6176.000,5848.000,5636.000,5944.000,3.690,N/A,5135.000,0.033114140476342965
2742.333,2125.667,4810.000,4668.000,4776.000,5180.000,3.680,N/A,5136.000,0.009856755439165574
2993.000,2576.000,6036.000,5772.000,5636.000,5911.000,3.490,N/A,5137.000,0.016268075662472348
3272.000,2730.667,4579.667,4358.000,4447.000,4824.000,3.290,N/A,5138.000,0.0014620211433193173
3046.000,2391.333,5136.000,5028.000,5035.000,5630.000,3.280,N/A,5139.000,0.0065709904268518235
3037.952,2098.917,4948.000,4804.000,4702.000,5316.000,3.280,N/A,5140.000,0.008909660166385742
2987.500,2262.000,5451.200,5305.333,5180.000,5354.333,3.020,N/A,5141.000,0.014128158719761835
3546.571,3084.667,6282.000,5988.000,5956.000,6132.000,3.010,N/A,5142.000,0.007196412638770307
3177.000,2683.500,6359.500,6032.000,6152.000,6516.000,2.930,N/A,5143.000,0.01640677773232506
2805.500,2353.667,4976.000,4908.000,4626.000,5012.000,2.910,N/A,5144.000,0.008049436187206356
3066.600,2618.500,5562.250,5326.000,5310.000,5616.000,2.840,N/A,5145.000,0.008332834481925082
2770.889,2384.600,4258.000,4196.000,4115.667,4608.000,2.730,N/A,5146.000,0.0011361965042529748
2862.400,2441.667,4745.000,4432.500,4376.000,4991.000,2.720,N/A,5147.000,0.0025959473421470827
2705.250,1879.000,4784.000,4447.500,4364.000,5044.000,2.710,N/A,5148.000,0.013053533227810235
2703.000,1945.500,3784.000,3741.000,4064.000,4424.000,2.620,N/A,5149.000,0.0031509592916977355
3375.000,2866.000,5942.667,5910.000,5840.000,6040.000,2.620,N/A,5150.000,0.008285878325274016
3065.750,2701.500,4734.667,4538.667,4546.333,5110.000,2.600,N/A,5151.000,0.0008795269990017361
2820.125,2386.667,6686.667,6277.000,6167.000,6332.000,2.580,N/A,5152.000,0.034440065546749804
3108.000,2771.333,4770.000,4664.000,4784.000,5074.000,2.580,N/A,5153.000,0.0016541645785920105
3155.625,2593.250,2494.000,2680.000,2835.000,3582.000,2.560,N/A,5154.000,0.04669871319803112
2976.667,2429.667,5963.000,5738.000,5770.000,5788.500,2.560,N/A,5155.000,0.019371739640008843
2880.000,2586.500,4716.000,4586.000,4588.000,4801.750,2.540,N/A,5156.000,0.0034780086738698365
2433.000,1883.500,3616.000,3548.500,3707.500,4310.000,2.540,N/A,5157.000,0.0022456724806645366
2569.000,2383.400,4864.000,4708.000,4812.000,5184.000,2.490,N/A,5158.000,0.009602955889419099
2515.200,1933.500,4704.000,4792.000,4456.000,4692.000,2.480,N/A,5159.000,0.017222293214149316
3347.000,2866.400,5464.000,5216.000,5116.000,5464.000,2.450,N/A,5160.000,0.0034721163774664617
2911.778,2130.667,5051.250,4930.000,4864.500,5344.000,2.420,N/A,5161.000,0.011031464930563058
2719.500,2236.214,5243.333,5173.000,5208.000,5769.000,2.410,N/A,5162.000,0.01601074407182808
2865.500,2418.500,4204.000,3460.000,3352.000,4976.000,2.390,N/A,5163.000,0.008631250406527837
2568.000,2262.750,5609.500,5264.000,5196.000,5654.000,2.380,N/A,5164.000,0.02198868227556258
2637.000,1950.250,6154.000,5948.000,5830.000,5510.000,2.360,N/A,5165.000,0.04533095216044543
3112.667,2737.500,5906.000,5516.000,5453.333,6052.000,2.350,N/A,5166.000,0.00916568592199545
3393.500,2969.000,5212.000,4974.000,4782.000,5618.000,2.330,N/A,5167.000,0.000979437256106975
3164.333,2674.800,5112.000,4788.000,4822.000,5324.000,2.300,N/A,5168.000,0.002179924486614077
2411.000,2063.250,4168.000,4064.000,4134.000,4744.000,2.290,N/A,5169.000,0.005891466742865807
3089.600,2420.500,2824.000,2900.000,3012.000,3716.000,2.230,N/A,5170.000,0.0250914957959028
3310.750,2793.750,4140.000,4114.667,4044.000,4326.500,2.170,N/A,5171.000,0.006311980473664679
2937.500,2608.667,5492.000,5254.000,5346.000,5689.000,2.160,N/A,5172.000,0.00933514880406204
2411.000,2063.250,4168.000,4064.000,4134.000,4744.000,2.160,N/A,5173.000,0.005891466742865807
2794.667,2545.250,4800.000,4394.000,4379.000,4676.000,2.140,N/A,5174.000,0.00440732664839563
3138.750,2514.250,5432.000,5308.000,5332.000,5800.000,2.130,N/A,5175.000,0.007613369632860436
2846.167,2424.500,4100.000,4169.333,4266.250,4759.000,2.120,N/A,5176.000,0.0005567645509969407
3620.000,3176.667,4072.000,3926.667,4220.000,4684.000,2.100,N/A,5177.000,0.012350023989574271
3051.000,2740.333,5124.000,4822.000,4884.000,4872.000,2.080,N/A,5178.000,0.005710933584294855
2706.500,2181.875,4896.000,4812.000,4930.667,5116.000,2.080,N/A,5179.000,0.011666722349552652
3147.000,2629.333,5265.333,5222.000,5156.000,5152.000,2.040,N/A,5180.000,0.007058112111846423
2750.875,2380.500,5730.000,5584.000,5380.000,5726.000,2.010,N/A,5181.000,0.01969856829186495
3136.000,2766.667,5476.000,5216.000,5234.000,5196.000,2.010,N/A,5182.000,0.007522085440546598
3068.444,2671.000,4353.000,4221.500,4378.667,4756.000,2.010,N/A,5183.000,0.000903212964591559
3046.000,2391.333,5136.000,5028.000,5035.000,5630.000,2.000,N/A,5184.000,0.0065709904268518235
2723.000,2328.333,4768.000,4449.500,4228.000,4892.000,1.990,N/A,5185.000,0.004976856360542632
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.980,N/A,5186.000,0.014679176998764726
2990.333,2571.571,6186.667,5828.667,5900.000,6176.000,1.930,N/A,5187.000,0.018448534724599272
2412.167,1805.600,5892.000,5635.000,5701.000,6024.000,1.910,N/A,5188.000,0.04948170689031849
3284.667,2635.000,4970.000,4805.500,4788.000,5276.000,1.910,N/A,5189.000,0.0014890096861221412
3174.500,2849.000,4717.667,4828.000,4838.000,5292.000,1.900,N/A,5190.000,0.0011729498606286837
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.890,N/A,5191.000,0.014679176998764726
2978.500,2221.400,3756.000,3744.667,3816.000,4304.000,1.870,N/A,5192.000,0.0015614216635568261
3114.000,2514.750,3783.000,3956.000,3650.000,4236.000,1.860,N/A,5193.000,0.004820104976767242
2642.000,1958.500,4686.000,4508.000,4138.000,5032.000,1.850,N/A,5194.000,0.011130680484563296
2770.889,2384.600,4258.000,4196.000,4115.667,4608.000,1.850,N/A,5195.000,0.0011361965042529748
3117.000,2734.750,5590.000,5298.000,5124.000,6411.333,1.840,N/A,5196.000,0.006742464801464154
3073.850,2376.625,4949.500,4628.000,4438.000,4986.000,1.840,N/A,5197.000,0.00404739323628504
2886.000,2255.500,5804.000,5972.000,5756.000,5660.000,1.800,N/A,5198.000,0.02612034337904504
2742.833,2226.500,4630.000,4112.000,3922.000,5068.000,1.790,N/A,5199.000,0.004759639874641347
2924.857,2644.000,4955.667,4674.750,4756.667,4884.000,1.770,N/A,5200.000,0.004677495333767222
2905.400,2455.800,4821.333,4684.000,4502.000,4735.000,1.770,N/A,5201.000,0.005074945538013258
3046.667,2486.667,5028.000,4892.000,4876.000,5208.000,1.760,N/A,5202.000,0.004547664543655206
3030.000,2702.000,5738.400,5541.500,5664.000,5784.000,1.760,N/A,5203.000,0.011251585971478854
2933.500,2536.000,5412.000,5049.000,4953.333,5251.667,1.750,N/A,5204.000,0.008579352943187336
2926.333,2567.000,3896.000,3832.000,3944.000,4436.000,1.740,N/A,5205.000,0.001563320512512692
2976.667,2429.667,5963.000,5738.000,5770.000,5788.500,1.730,N/A,5206.000,0.019371739640008843
3129.500,2709.500,5822.000,5570.000,5210.667,6105.600,1.720,N/A,5207.000,0.008592224036055876
3400.000,2908.333,3543.000,3674.000,3864.000,4587.000,1.690,N/A,5208.000,0.013313521253667165
2864.333,2188.333,5392.000,5218.500,5224.000,5524.000,1.680,N/A,5209.000,0.015940040171854127
3292.250,2787.875,4853.000,4737.667,4661.333,5130.000,1.680,N/A,5210.000,0.0011220849692589767
2840.000,2578.000,5940.000,5662.667,5336.000,6188.000,1.680,N/A,5211.000,0.016461097222132043
2836.524,1963.391,2286.000,2193.500,2520.500,3168.800,1.670,N/A,5212.000,0.040536302092278785
2804.600,2523.000,6086.000,6032.000,5840.000,6282.667,1.660,N/A,5213.000,0.02337545308094178
3059.000,2698.500,5988.000,5796.000,5856.000,5855.000,1.660,N/A,5214.000,0.014656552938362193
2952.500,2484.667,5168.000,4904.000,5166.667,5220.000,1.660,N/A,5215.000,0.00760366962925978
2859.000,2388.400,6260.000,5804.000,5560.000,5862.000,1.650,N/A,5216.000,0.024301658581795078
3184.750,2879.000,2468.000,2545.000,2742.000,3217.500,1.650,N/A,5217.000,0.0681784566431953
3032.000,2759.000,6302.000,5606.000,5504.000,5526.667,1.620,N/A,5218.000,0.0166936713329158
3181.000,2382.500,2523.667,2397.000,2393.333,2922.000,1.620,N/A,5219.000,0.06314922736178
2799.000,2347.667,4154.000,4068.000,3986.000,4670.000,1.610,N/A,5220.000,0.00035577256168228995
2522.000,2490.500,6484.000,6190.000,5924.000,6328.000,1.590,N/A,5221.000,0.036960127340807586
2587.143,2189.000,5768.000,5216.000,5024.500,5276.000,1.580,N/A,5222.000,0.024787594262525376
3058.000,2493.250,5688.000,5188.000,5250.000,5978.000,1.560,N/A,5223.000,0.009629901985613733
2828.500,2543.000,5788.000,5848.000,5856.000,6012.000,1.550,N/A,5224.000,0.019750347674986114
2579.500,2225.500,4678.000,4646.000,4562.000,5120.500,1.540,N/A,5225.000,0.008735229782488448
2804.600,2523.000,6086.000,6032.000,5840.000,6282.667,1.520,N/A,5226.000,0.02337545308094178
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.500,N/A,5227.000,0.014679176998764726
3265.000,2729.000,3141.000,3003.000,3134.000,3844.000,1.500,N/A,5228.000,0.028529401881140885
2799.000,2347.667,4154.000,4068.000,3986.000,4670.000,1.500,N/A,5229.000,0.00035577256168228995
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.460,N/A,5230.000,0.014679176998764726
2857.000,2276.500,4602.000,4398.750,4354.000,4628.000,1.460,N/A,5231.000,0.004090106338790653
3320.500,2893.500,5312.000,4984.000,4728.000,5356.000,1.450,N/A,5232.000,0.0025963281445273417
2730.750,2382.000,3786.000,3550.000,3436.000,4354.000,1.450,N/A,5233.000,0.0019978391527770666
2508.167,2057.167,3826.000,3831.000,3797.000,4248.000,1.440,N/A,5234.000,0.00155173533754721
2885.000,2351.000,5218.000,5106.000,4806.000,5282.000,1.430,N/A,5235.000,0.009681287052136698
3334.000,2958.667,2785.333,2678.000,2864.000,3293.333,1.410,N/A,5236.000,0.061712732543354326
3048.667,2097.000,3860.000,3844.000,4008.000,4324.000,1.410,N/A,5237.000,0.002981211189160905
3439.000,2868.800,4164.000,4018.000,4288.000,4584.000,1.410,N/A,5238.000,0.005865924617775294
2864.500,2544.667,5444.000,5151.000,5064.000,5361.000,1.410,N/A,5239.000,0.01006359141059968
3233.500,2832.000,5741.750,5620.000,5733.000,5968.000,1.390,N/A,5240.000,0.007504048219362675
3109.000,2785.000,2938.000,2951.000,3185.500,4132.000,1.390,N/A,5241.000,0.029103305092401034
2727.500,2407.500,5957.000,5701.000,5554.000,5820.000,1.320,N/A,5242.000,0.023144527246034184
3046.400,2292.000,4582.000,3888.000,3588.000,5658.000,1.310,N/A,5243.000,0.011442772062140408
2888.600,2092.000,5744.000,5584.000,5556.000,5912.000,1.310,N/A,5244.000,0.024610883058246078
3472.556,3072.300,4421.333,4405.333,4396.000,4689.400,1.300,N/A,5245.000,0.005941200062271815
2800.286,2157.500,4896.000,4646.000,4717.000,5017.000,1.300,N/A,5246.000,0.008994766145635616
2579.000,2258.500,7026.000,6684.000,6524.000,6384.000,1.290,N/A,5247.000,0.054152863369362626
3322.500,2888.000,4712.000,4452.000,4740.000,5076.000,1.290,N/A,5248.000,0.0013112592385821535
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.290,N/A,5249.000,0.014679176998764726
3013.750,2519.667,4550.500,4220.000,4220.000,4888.333,1.280,N/A,5250.000,0.0006990558588104944
3223.000,2780.333,5476.500,5412.000,5408.000,5773.000,1.270,N/A,5251.000,0.0051411889341684384
3145.000,2847.000,4888.000,4691.000,4372.000,5183.000,1.260,N/A,5252.000,0.0018461051780850734
3262.250,2757.000,5146.667,5126.000,5228.000,5450.667,1.250,N/A,5253.000,0.00314104716995683
3362.857,2741.000,3692.000,3692.000,3718.667,4388.000,1.230,N/A,5254.000,0.01001188404739449
2687.500,1942.500,4292.000,4054.000,4142.000,4975.000,1.220,N/A,5255.000,0.006316877476562493
2616.000,2278.750,4330.667,4196.000,4008.000,4830.000,1.220,N/A,5256.000,0.0027011758012334738
2352.500,2006.000,3542.000,3035.000,3135.000,3788.000,1.210,N/A,5257.000,0.0020440970219934794
2992.000,2542.800,5104.000,4880.000,4824.000,5010.000,1.210,N/A,5258.000,0.0057478133587209115
2699.875,1750.667,4772.000,4756.000,4420.000,5012.000,1.200,N/A,5259.000,0.019439002311202134
3022.000,2476.200,6712.000,6356.000,6348.000,6656.000,1.200,N/A,5260.000,0.028694922168399972
3156.500,2740.714,5554.000,5347.000,5270.000,5710.000,1.200,N/A,5261.000,0.005895472300686237
3147.500,2776.333,4311.000,4030.000,4087.000,4504.000,1.200,N/A,5262.000,0.0034299091364683697
2734.500,2444.000,5112.000,4858.500,5052.500,5587.000,1.200,N/A,5263.000,0.0092316290521786
3206.000,2770.200,5261.000,5272.000,5240.000,5340.750,1.190,N/A,5264.000,0.005098540408125551
3238.000,2994.000,2971.000,3017.000,3010.000,3410.000,1.170,N/A,5265.000,0.0457550909678017
2943.500,2619.750,5648.000,5318.000,5382.000,5708.000,1.160,N/A,5266.000,0.01056245828858642
3439.000,2868.800,4164.000,4018.000,4288.000,4584.000,1.160,N/A,5267.000,0.005865924617775294
2640.000,2283.000,3406.000,3488.000,3547.000,4268.000,1.150,N/A,5268.000,0.001429088088783898
2801.000,2447.500,5896.000,5462.000,5284.000,5938.833,1.150,N/A,5269.000,0.017507819905272688
3077.500,2672.000,4540.000,4526.000,4646.000,4948.000,1.150,N/A,5270.000,0.0011932881619459582
2894.000,2221.800,4950.667,4620.000,4529.000,5091.200,1.140,N/A,5271.000,0.006614722975821146
3219.000,2826.000,5136.000,4928.000,4920.000,5328.000,1.140,N/A,5272.000,0.002094798303960553
3181.000,2451.000,3308.000,3083.000,3042.000,3620.000,1.140,N/A,5273.000,0.020800358939714648
3507.667,3154.667,3867.000,3880.000,4152.000,4420.000,1.140,N/A,5274.000,0.014679176998764726
2667.000,2266.000,5824.000,5640.000,5648.000,5918.000,1.140,N/A,5275.000,0.02630158369682677
3475.500,2996.000,4748.000,4176.000,3752.000,4826.667,1.120,N/A,5276.000,0.009797218241418802
3393.500,2969.000,5212.000,4974.000,4782.000,5618.000,1.120,N/A,5277.000,0.000979437256106975
2635.750,1925.000,5982.000,5610.000,5520.000,5956.000,1.120,N/A,5278.000,0.037677094225602926
2543.571,2195.000,5008.000,5037.917,4852.000,5086.000,1.100,N/A,5279.000,0.016380855519000603
3316.500,2865.333,4168.000,3662.000,3374.750,4506.000,1.100,N/A,5280.000,0.013606372093554545
3079.000,2672.500,4900.000,4717.000,4770.000,4878.000,1.100,N/A,5281.000,0.00356011046097287
3002.250,2232.000,4240.000,4010.750,4021.000,4916.000,1.090,N/A,5282.000,0.0012491683790249748
3314.667,3055.000,3271.250,3118.000,3232.000,3352.000,1.090,N/A,5283.000,0.04292716989939384
3027.000,2747.000,4406.000,4428.000,4388.000,4758.000,1.080,N/A,5284.000,0.0015882648834850783
3037.667,2647.714,3276.000,3074.500,3142.000,3528.333,1.080,N/A,5285.000,0.022030496339351998
3248.000,2783.500,5540.000,5382.000,5145.000,5704.000,1.080,N/A,5286.000,0.004660176295492268
2991.000,2656.000,5754.000,5310.000,5308.000,5648.000,1.070,N/A,5287.000,0.01017152229559566
3112.667,2737.500,5906.000,5516.000,5453.333,6052.000,1.060,N/A,5288.000,0.00916568592199545
3302.500,2797.750,4212.000,4294.000,4290.000,5016.667,1.060,N/A,5289.000,0.0015759711710779407
2867.500,2413.333,5034.667,4530.667,4524.000,5324.000,1.060,N/A,5290.000,0.004832242058704495
2977.500,2095.833,5392.000,5196.000,5056.000,5772.000,1.060,N/A,5291.000,0.01574043804226737
2567.167,1810.333,2900.000,2951.000,3061.000,3680.000,1.050,N/A,5292.000,0.004517771774691749
3060.500,2022.667,3800.000,4058.500,4020.000,4552.000,1.050,N/A,5293.000,0.004040846071405162
2766.333,2321.250,5457.333,5096.000,5244.000,5208.500,1.040,N/A,5294.000,0.015991864734917555
3275.750,2857.000,4832.000,4548.000,4240.000,5020.000,1.020,N/A,5295.000,0.0024152484582215267
2748.000,2379.333,2726.000,2768.000,2658.000,3816.000,1.010,N/A,5296.000,0.024314652379391215
3272.000,2730.667,4579.667,4358.000,4447.000,4824.000,1.010,N/A,5297.000,0.0014620211433193173
3130.500,2689.500,4962.000,4704.000,4661.333,5236.000,1.010,N/A,5298.000,0.0015051871943664512
2991.000,2387.267,4245.333,4129.600,4130.000,4896.000,1.000,N/A,5299.000,0.00020021344807009825
2687.500,2200.000,5306.000,5156.000,5248.000,6010.000,1.000,N/A,5300.000,0.018531596773036844
3231.200,2671.833,5746.000,5520.000,5419.000,5312.000,1.000,N/A,5301.000,0.010767273546096271
